Name,price,country,earnings_ttm,marketcap,pe_ratio_ttm,revenue_ttm,total_shares,dividend_yield,potencial
ShockWave Medical,141.8878194545,United States,240943750.0,11970092667.852749,49.814,984961250.0,37543498.56310663,0.0,Empresas de Alto Potencial
ShiftPixy,0.82386925,United States,-38660000.0,6179587.98765,-0.0013334,18771250.0,7500690.1734104045,0.0,Empresas de Baixo Potencial
SG Blocks,0.9429255000000001,United States,-28147875.0,1912035.7554,-0.90514,10241796.25,2027769.6969696968,0.0,Empresas de Baixo Potencial
Seres Therapeutics,0.95245,United States,-182442500.0,145136235.9,-0.820446,467500.0,152382000.0,0.0,Empresas de Baixo Potencial
Seneca Foods,60.4139035,United States,86548750.0,416243935.49759996,17.0705,1830832500.0,6889869.903830994,0.0,Empresas de Baixo Potencial
Semtech,44.288544019999996,United States,-871390937.5,3331707283.648,-6.74673,1019133750.0,75227293.13800548,0.0,Empresas de Baixo Potencial
Sellas Life Sciences,1.0648391,United States,-43505000.0,68503762.3532,-0.812903,0.0,64332500.89445438,0.0,Empresas de Baixo Potencial
Seelos Therapeutics,3.305096745,United States,5247500.0,1440882.55165,-5.65217,0.0,435957.7533788652,0.0,Empresas de Baixo Potencial
Secureworks,7.4957815000000005,United States,-67326250.0,665836002.944,-5.11039,432940000.0,88828096.56925032,0.0,Empresas de Baixo Potencial
SeaChange,6.4290375,United States,-11587500.0,16614497.7971,-1.83424,40952500.0,2584290.074074074,0.0,Empresas de Baixo Potencial
SCYNEXIS,1.4582009500000002,United States,-42356250.0,55202386.6448,1.62766,12083750.0,37856501.632919654,0.0,Empresas de Baixo Potencial
Schrödinger,17.791766,United States,-257470000.0,1295178266.950375,30.2258,250783750.0,72796498.50106926,0.0,Empresas de Baixo Potencial
Scholar Rock Holding,8.291077249999999,United States,-254807500.0,663556462.4512,-4.43147,0.0,80032599.19586444,0.0,Empresas de Baixo Potencial
ScanSource,44.9651645,United States,124801250.0,1080548886.496,13.3025,4074761250.0,24030800.254183438,0.0,Empresas de Baixo Potencial
Savara Pharmaceuticals,4.02410125,United States,-94108750.0,662371035.5616,-15.1429,0.0,164600986.50887576,0.0,Empresas de Baixo Potencial
Sarepta Therapeutics,121.513571,United States,77777500.0,11588300235.622375,-15.9042,1881241250.0,95366304.68725485,0.0,Empresas de Alto Potencial
Sanmina,65.41902825,United States,437376250.0,3574927353.92,12.7463,9503552500.0,54646598.238334425,0.0,Empresas de Potencial Mediano
Sangamo Therapeutics,0.81510671,United States,-258076250.0,169722323.024,-0.602431,15346250.0,208220986.2117317,0.0,Empresas de Baixo Potencial
Salem Media Group,0.22877849,United States,-53497500.0,6226618.063750001,-0.28866,326966250.0,27216798.501248963,0.0,Empresas de Baixo Potencial
Saia,141.8878194545,United States,625481250.0,10917615484.97925,34.3573,3880368750.0,26518600.846732337,0.0,Empresas de Alto Potencial
Sage Therapeutics,7.0005075,United States,-557091250.0,427383790.6976,-0.734879,121555000.0,61050401.088435374,0.0,Empresas de Baixo Potencial
Sabre,3.5526385,United States,-513942500.0,1370238519.85275,-2.26829,3722051250.0,385696017.1581629,0.0,Empresas de Baixo Potencial
RumbleON,4.5527109999999995,United States,-163513750.0,160869597.4384,-0.247433,1617356250.0,35334902.09205021,0.0,Empresas de Baixo Potencial
Roku,71.55404443500001,United States,-650878750.0,10353082368.81925,-12.06,4682613750.0,144688989.28870517,0.0,Empresas de Alto Potencial
Rockwell Medical,3.43853499,United States,-5965000.0,106698424.5988,-4.15909,117965000.0,31030198.880948424,0.0,Empresas de Baixo Potencial
Rocket Pharmaceuticals,17.4584085,United States,-316573750.0,1588294525.8623748,-5.57704,0.0,90975905.7283128,0.0,Empresas de Baixo Potencial
Riot Blockchain,7.152804255,United States,201285000.0,2171047873.369625,-4.48,350021250.0,303524016.03217435,0.0,Empresas de Baixo Potencial
Rimini Street,1.7620325000000001,United States,30486250.0,159816355.3696,14.3846,536788750.0,90700004.32432432,0.0,Empresas de Baixo Potencial
Rigel Pharmaceuticals,15.6106555,United States,-8153750.0,274669481.61759996,-52.23688250000001,162876250.0,17594999.877974376,0.0,Empresas de Baixo Potencial
Ribbon Communications,3.064698365,United States,-55951250.0,534872634.50240004,-10.1875,1002307500.0,174527007.48982194,0.0,Empresas de Baixo Potencial
Rhythm Pharmaceuticals,48.879734,United States,-322607500.0,2988203768.1152496,-15.6555,127228750.0,61133797.66173134,0.0,Empresas de Baixo Potencial
Revolution Medicines,42.441171999999995,United States,-691420000.0,7089331432.6016245,-14.0669,927500.0,167039011.84919268,0.0,Empresas de Alto Potencial
Revance Therapeutics,5.124181,United States,-327678750.0,533842281.712,-1.18322,304875000.0,104180996.28252788,0.0,Empresas de Baixo Potencial
Republic First Bancorp,0.004286025,United States,30701250.0,301782.83005,0.45,207411250.0,70410888.8888889,0.0,Empresas de Baixo Potencial
Replimune,10.686488999999998,United States,-266055000.0,730115923.8528,-3.75758,0.0,68321403.20855616,0.0,Empresas de Baixo Potencial
Repligen,138.4576565,United States,26818750.0,7754528608.281626,69.823,752942500.0,56006499.0575774,0.0,Empresas de Alto Potencial
Repay Holdings,7.7291317500000005,United States,-126067500.0,722846215.8848,-22.6111,382416250.0,93522304.86752926,0.0,Empresas de Baixo Potencial
Remark Holdings,0.10772209499999999,United States,-37956250.0,5488666.4709,-0.0428016,5618750.0,50952095.49071618,0.0,Empresas de Baixo Potencial
Relmada Therapeutics,3.1526094999999996,United States,-108454375.0,95127467.67000002,-0.787383,0.0,30174199.395770397,0.0,Empresas de Baixo Potencial
Rekor Systems,1.14160657,United States,-60863750.0,101036185.5448,-0.864286,52987500.0,88503507.42532955,0.0,Empresas de Baixo Potencial
Regulus Therapeutics,1.5143955,United States,-43748750.0,99141267.2208,-0.952663,0.0,65465901.88679245,0.0,Empresas de Baixo Potencial
REGENXBIO,10.315033499999998,United States,-294773750.0,509801956.0576,-1.70886,111305000.0,49423199.26131117,0.0,Empresas de Baixo Potencial
Redfin,12.400899,United States,-169751250.0,1510107067.2063751,-5.68636,1259643750.0,121773999.38555865,0.0,Empresas de Baixo Potencial
Red Violet,26.84480325,United States,9166250.0,368619423.9232,70.237755,84331250.0,13731500.301578853,0.0,Empresas de Baixo Potencial
Red Robin,4.19078,United States,-50707500.0,66019452.730000004,-1.35077,1594101250.0,15753500.0,0.0,Empresas de Baixo Potencial
Reading International,1.4286750000000001,United States,-48931250.0,41106980.04,-1.11034,254678750.0,28772800.0,0.0,Empresas de Baixo Potencial
RBC Bearings,141.8878194545,United States,441375000.0,8348385846.47675,55.3266,1974375000.0,29229898.502684325,0.0,Empresas de Alto Potencial
Rave Restaurant Group,1.974333605,United States,3733750.0,28798815.381800003,20.6,15247500.0,14586600.414877709,0.0,Empresas de Baixo Potencial
RAPT Therapeutics,1.8858510000000002,United States,-161230000.0,65822798.4736,-0.728625,0.0,34903498.98989899,0.0,Empresas de Baixo Potencial
Rapid7,36.4502615,United States,32406250.0,2286678046.425625,-12.5791,1021503750.0,62734201.4110276,0.0,Empresas de Baixo Potencial
Rambus,40.364830999999995,United States,311032500.0,4346485123.993625,15.7164,596915000.0,107680003.02029322,0.0,Empresas de Alto Potencial
RadNet,66.061932,United States,157540000.0,4885762131.12325,-52.23688250000001,2142215000.0,73957300.11534101,0.0,Empresas de Alto Potencial
R1 RCM,13.500978749999998,United States,-26500000.0,5698884392.49925,-52.23688250000001,2974625000.0,422108981.7283988,0.0,Empresas de Alto Potencial
Qurate Retail Group,0.57375588,United States,455000000.0,258215382.1152,-0.0860826,10562148750.0,450043984.0637451,0.0,Empresas de Potencial Mediano
QuinStreet,18.1251235,United States,-37145000.0,1017274387.0464001,-13.7681,766892500.0,56125100.99842354,0.0,Empresas de Baixo Potencial
QuidelOrtho,43.36028625,United States,-871390937.5,2915346250.1376247,70.237755,3543250000.0,67235401.3838556,0.0,Empresas de Baixo Potencial
Quicklogic,7.384440095,United States,2580000.0,106820353.43800001,-16.8696,30347500.0,14465599.566624964,0.0,Empresas de Baixo Potencial
Quantum,0.20172890999999998,United States,-46086250.0,966785.32495,-0.516585,363062500.0,4792497.639282343,0.0,Empresas de Baixo Potencial
Quanterix,12.2580315,United States,-70280000.0,470450989.03360003,-7.19209,159938750.0,38378999.84459985,0.0,Empresas de Baixo Potencial
Qualys,124.58045999999999,United States,222366250.0,4585931236.864,40.3727,726348750.0,36810999.38837921,0.0,Empresas de Alto Potencial
Purple Innovation,0.9619745000000001,United States,-131011250.0,103612349.446,-0.757463,657795000.0,107707999.99999999,0.0,Empresas de Baixo Potencial
Pure Cycle (water),10.3340825,United States,10057500.0,248796139.26959997,27.8718,24455000.0,24075300.276497696,0.0,Empresas de Baixo Potencial
Pulse Biosciences,16.372615500000002,United States,-57657500.0,1003482545.3056,-14.1025,0.0,61290301.80337405,0.0,Empresas de Baixo Potencial
Pulmatrix,2.04300525,United States,-13553750.0,7461626.642999999,-0.441237,14240000.0,3652279.7202797197,0.0,Empresas de Baixo Potencial
PTC Therapeutics,35.9930855,United States,-617587500.0,2768739294.28475,-4.3422,1125567500.0,76924199.62953024,0.0,Empresas de Baixo Potencial
PTC,141.8878194545,United States,484080000.0,15534204037.670837,70.237755,2773181250.0,120134995.27541447,0.0,Empresas de Muito Alto Potencial
Psychemedics,2.219113255,United States,-4316250.0,12924204.555949999,-6.83074,25983750.0,5824040.087557405,0.0,Empresas de Baixo Potencial
Provident Bancorp,10.243599750000001,United States,11495000.0,180976746.5296,16.4462,71337500.0,17667299.674569964,0.0,Empresas de Baixo Potencial
Protagonist Therapeutics,42.073431055,United States,215755000.0,2478318666.982375,-16.6269,398900000.0,58904600.95214536,0.0,Empresas de Baixo Potencial
Progyny,15.991635500000001,United States,88998750.0,1443664155.2063751,31.6981,1416245000.0,90276204.40738378,0.0,Empresas de Baixo Potencial
Priority Technology Holdings,6.529044750000001,United States,125582500.0,501636945.0896,-11.6102,1017350000.0,76831598.54121079,0.0,Empresas de Baixo Potencial
PrimeEnergy Resources,132.75248100000002,United States,72928750.0,232551822.59440002,7.02166,222362500.0,1751770.0674415268,0.0,Empresas de Baixo Potencial
Precision BioSciences,8.62843504,United States,22602500.0,62416029.596,-11.1728,109550000.0,7233760.155422112,0.0,Empresas de Baixo Potencial
Precipio,6.2480720000000005,United States,-4750000.0,9260455.14385,-0.89863,20900000.0,1482130.030487805,0.0,Empresas de Baixo Potencial
Precigen,0.8921599149999999,United States,-171796250.0,261083430.0336,6.31,5486250.0,292641964.34290594,0.0,Empresas de Baixo Potencial
PRA Group,21.668237499999996,United States,139818750.0,854103396.1024,-40.4464,1232903750.0,39417298.98901099,0.0,Empresas de Baixo Potencial
PowerFleet,4.3526965,United States,-20240000.0,467261973.0848,-24.0526,168296250.0,107350000.87527353,0.0,Empresas de Baixo Potencial
Potbelly Corporation,8.000580000000001,United States,10896250.0,239580553.09280002,49.4118,596708750.0,29945398.095238093,0.0,Empresas de Baixo Potencial
Polar Power,0.524514215,United States,-8300000.0,9211308.72385,-1.36098,14938750.0,17561599.782095514,0.0,Empresas de Baixo Potencial
Plug Power,2.15729925,United States,-871390937.5,1897638094.5023751,-1.59441,855607500.0,468084400.97929186,0.0,Empresas de Baixo Potencial
Pliant Therapeutics,10.80554525,United States,-229317500.0,656992268.4864,-4.12774,0.0,60801399.03040988,0.0,Empresas de Baixo Potencial
Plexus,129.15222,United States,202430000.0,3516324217.881625,27.0178,4917756250.0,27226200.353982497,0.0,Empresas de Potencial Mediano
Playa Hotels &amp; Resorts,7.391012,United States,92718750.0,957335626.5632,25.1613,1239715000.0,129527002.06185567,0.0,Empresas de Baixo Potencial
Pixelworks,0.6762395,United States,-32927500.0,39594969.4748,-1.7635,75868750.0,58551695.774647884,0.0,Empresas de Baixo Potencial
Pioneer Power Solutions,4.4479415,United States,-4770000.0,48558179.260400005,-52.23688250000001,51970000.0,10917000.428265525,0.0,Empresas de Baixo Potencial
Pioneer Bancorp,10.47695,United States,24261250.0,266487524.6592,15.7143,96117500.0,25435601.454545453,0.0,Empresas de Baixo Potencial
Pilgrim's Pride,41.983996000000005,United States,1220532500.0,9955371921.664,70.237755,10562148750.0,237123019.96370235,0.0,Empresas de Muito Alto Potencial
Pieris Pharmaceuticals,15.391592000000001,United States,-19072500.0,20320595.041100003,-43.6757,49535000.0,1320239.9752475247,0.0,Empresas de Baixo Potencial
Phunware,3.3240505,United States,-45056250.0,37692073.4296,-12.3571,-1837500.0,11339200.0,0.0,Empresas de Baixo Potencial
Photronics,23.6112355,United States,345541250.0,1495861584.96,12.8497,1089738750.0,63353803.95320694,0.0,Empresas de Baixo Potencial
Phio Pharmaceuticals,3.5145405000000003,United States,-10843750.0,3025038.347,-0.344624,0.0,860720.8672086721,0.0,Empresas de Baixo Potencial
Phathom Pharmaceuticals,16.51072075,United States,-371388750.0,1127510492.8704,-4.0,12397500.0,68289598.61551774,0.0,Empresas de Baixo Potencial
PetIQ,29.32117325,United States,61810000.0,876705994.6719999,-24.2126,1417911250.0,29900099.39905798,0.0,Empresas de Baixo Potencial
Performant Financial,3.5335895,United States,-8360000.0,272756352.4496,-27.7855,149031250.0,77189597.84366576,0.0,Empresas de Baixo Potencial
Perficient,71.9004505,United States,145123750.0,2527782428.08325,25.0764,1102686250.0,35156698.05272291,0.0,Empresas de Baixo Potencial
Penn National Gaming,18.401334,United States,-871390937.5,2807969871.62875,-23.8025,7855875000.0,152595995.0310532,0.0,Empresas de Potencial Mediano
Peloton,4.581284500000001,United States,-690125000.0,1724482501.632,-1.66436,3375500000.0,376418993.76299375,0.0,Empresas de Baixo Potencial
PDS Biotechnology,3.5527337450000003,United States,-51934875.0,130810945.9632,-2.08025,0.0,36819800.00536178,0.0,Empresas de Baixo Potencial
Ponce Financial Group,10.953175,United States,16783750.0,245821005.4928,-42.1189,98890000.0,22442899.47826087,0.0,Empresas de Baixo Potencial
PDF Solutions,30.316483500000004,United States,3315000.0,1174618273.6511998,70.237755,208057500.0,38745201.88501413,0.0,Empresas de Baixo Potencial
Paysign,3.6716947500000003,United States,1362187.5,195107980.4936,70.237755,67014367.5,53138398.962386504,0.0,Empresas de Baixo Potencial
Paylocity,141.8878194545,United States,325116250.0,8487578992.486376,62.0731,1753143750.0,55567200.049884476,0.0,Empresas de Alto Potencial
PAVmed,1.0953175,United States,-90730000.0,10898375.789250001,-1.39286,4786250.0,9949969.565217393,0.0,Empresas de Baixo Potencial
Palomar Holdings,89.416672715,United States,157156250.0,2343691429.12,32.8097,557416250.0,26210899.577868506,0.0,Empresas de Baixo Potencial
Pacira Biosciences,13.90577,United States,125681250.0,641430058.4032,70.237755,862887500.0,46126899.7260274,0.0,Empresas de Baixo Potencial
Pacific Biosciences,1.67154975,United States,-514760000.0,455545771.3408,-1.37795,236088750.0,272528993.7321937,0.0,Empresas de Baixo Potencial
Ovid Therapeutics,1.123891,United States,-37184250.0,79764342.4956,-1.68571,709418.75,70971600.0,0.0,Empresas de Baixo Potencial
Outlook Therapeutics,5.352769,United States,-117557500.0,126622962.35640001,-22.24,0.0,23655600.0,0.0,Empresas de Baixo Potencial
OSI Systems,140.6521013,United States,236326250.0,2330569380.697625,26.2243,1923447500.0,16569744.491244404,0.0,Empresas de Baixo Potencial
OrthoPediatrics,25.078008500000003,United States,-38365000.0,607248898.544,70.237755,218840000.0,24214398.784656283,0.0,Empresas de Baixo Potencial
Orthofix Medical,14.972513999999999,United States,-127981250.0,571572712.208,-4.18579,964561250.0,38174798.9821883,0.0,Empresas de Baixo Potencial
Orion Energy Systems,0.8096777450000001,United States,-9917500.0,26511601.951799996,-0.709832,116092500.0,32743399.60004705,0.0,Empresas de Baixo Potencial
ORIC Pharmaceuticals,10.25312425,United States,-156396250.0,723281020.7392,-4.88532,0.0,70542500.32512772,0.0,Empresas de Baixo Potencial
Organovo,0.4476515,United States,-17481250.0,6877762.41115,-0.226117,91250.0,15364100.0,0.0,Empresas de Baixo Potencial
Organogenesis,2.74781825,United States,-16302500.0,364292009.256,35.3984,560490000.0,132575001.73310226,0.0,Empresas de Baixo Potencial
OrganiGram Holdings,1.7096477500000002,Canada,-234595000.0,187030335.8592,-0.84954,136692848.75,109397000.55710305,0.0,Empresas de Baixo Potencial
OraSure Technologies,4.071723749999999,United States,38687500.0,303621553.824,7.39655,341918750.0,74568308.77192983,0.0,Empresas de Baixo Potencial
Oramed Pharmaceuticals,2.3525515,United States,31592500.0,95911174.0084,-4.86275,0.0,40769000.8097166,0.0,Empresas de Baixo Potencial
